ORF_A	ORF_B	Gene_A	Gene_B 
YCR059C	YCR059C	YIH1	YIH1 
YCR059C	YDR400W	YIH1	URH1 
YCR059C	YJL160C	YIH1	YJL160C 
YCL039W	YMR135C	GID7	GID8 
YPL069C	YPL069C	BTS1	BTS1 
YPL151C	YPL151C	PRP46	PRP46 
YHR207C	YNL027W	SET5	CRZ1 
YNL042W	YNL042W	BOP3	BOP3 
YDR171W	YPL240C	HSP42	HSP82 
YDR171W	YDR448W	HSP42	ADA2 
YDR171W	YDR510W	HSP42	SMT3 
YDR171W	YDR171W	HSP42	HSP42 
YDR171W	YOL083W	HSP42	ATG34 
YPL157W	YPL157W	TGS1	TGS1 
YDR479C	YMR024W	PEX29	MRPL3 
YDR479C	YJL183W	PEX29	MNN11 
YDR479C	YJL097W	PEX29	PHS1 
YDR479C	YHL031C	PEX29	GOS1 
YDR479C	YGL104C	PEX29	VPS73 
YDR479C	YGL065C	PEX29	ALG2 
YDR479C	YLR268W	PEX29	SEC22 
YDR479C	YML125C	PEX29	PGA3 
YDR479C	YJL134W	PEX29	LCB3 
YDR479C	YOL065C	PEX29	INP54 
YDR479C	YGR284C	PEX29	ERV29 
YDR479C	YPL020C	PEX29	ULP1 
YDR479C	YOR377W	PEX29	ATF1 
YDR479C	YEL042W	PEX29	GDA1 
YDR479C	YJL117W	PEX29	PHO86 
YDR479C	YGR149W	PEX29	YGR149W 
YDR479C	YMR071C	PEX29	TVP18 
YDR479C	YER087CB	PEX29	SBH1 
YDR479C	YGL053W	PEX29	PRM8 
YDR479C	YLR324W	PEX29	PEX30 
YDR479C	YPR159CA	PEX29	YPR159CA 
YDR479C	YNL263C	PEX29	YIF1 
YDR479C	YLR036C	PEX29	YLR036C 
YDR479C	YPR113W	PEX29	PIS1 
YDR479C	YOL003C	PEX29	PFA4 
YDR479C	YML055W	PEX29	SPC2 
YDR479C	YNR075W	PEX29	COS10 
YDR479C	YLR350W	PEX29	ORM2 
YDR479C	YLL014W	PEX29	EMC6 
YJL113W	YJL113W	YJL113W	YJL113W 
YJL113W	YJL114W	YJL113W	YJL114W 
YNL328C	YNL328C	MDJ2	MDJ2 
YBR288C	YGR261C	APM3	APL6 
YLR072W	YLR072W	YLR072W	YLR072W 
YLR072W	YPR113W	YLR072W	PIS1 
YLR072W	YLR173W	YLR072W	YLR173W 
YGL055W	YPL240C	OLE1	HSP82 
YGL055W	YGL055W	OLE1	OLE1 
YGL055W	YIL016W	OLE1	SNL1 
YHR111W	YHR111W	UBA4	UBA4 
YHR111W	YML110C	UBA4	COQ5 
YHR111W	YIL008W	UBA4	URM1 
YHR111W	YLR291C	UBA4	GCD7 
YHR111W	YPL070W	UBA4	MUK1 
YOR347C	YPL240C	PYK2	HSP82 
YOR307C	YOR307C	SLY41	SLY41 
YIR038C	YNL217W	GTT1	YNL217W 
YIR038C	YJL183W	GTT1	MNN11 
YIR038C	YJL097W	GTT1	PHS1 
YIR038C	YJR073C	GTT1	OPI3 
YIR038C	YLR268W	GTT1	SEC22 
YIR038C	YNL111C	GTT1	CYB5 
YIR038C	YML125C	GTT1	PGA3 
YIR038C	YKL008C	GTT1	LAC1 
YIR038C	YIR038C	GTT1	GTT1 
YIR038C	YJR075W	GTT1	HOC1 
YIR038C	YJL117W	GTT1	PHO86 
YIR038C	YNR030W	GTT1	ALG12 
YIR038C	YJR010CA	GTT1	SPC1 
YIR038C	YOL126C	GTT1	MDH2 
YIR038C	YNL219C	GTT1	ALG9 
YIR038C	YPL053C	GTT1	KTR6 
YIR038C	YOL018C	GTT1	TLG2 
YIR038C	YPR159CA	GTT1	YPR159CA 
YIR038C	YNL263C	GTT1	YIF1 
YIR038C	YJR118C	GTT1	ILM1 
YIR038C	YPR113W	GTT1	PIS1 
YIR038C	YOL003C	GTT1	PFA4 
YIR038C	YOR321W	GTT1	PMT3 
YIR038C	YML055W	GTT1	SPC2 
YIR038C	YML038C	GTT1	YMD8 
YIR038C	YLL014W	GTT1	EMC6 
YAL046C	YKR034W	AIM1	DAL80 
YAL046C	YER174C	AIM1	GRX4 
YAL046C	YDR098C	AIM1	GRX3 
YKR078W	YKR078W	YKR078W	YKR078W 
YDR201W	YFL008W	SPC19	SMC1 
YDR201W	YKL179C	SPC19	COY1 
YDR201W	YKL138CA	SPC19	HSK3 
YDR201W	YIL144W	SPC19	TID3 
YDR201W	YKL042W	SPC19	SPC42 
YDR201W	YKR037C	SPC19	SPC34 
YDR201W	YEL043W	SPC19	YEL043W 
YDR201W	YNL084C	SPC19	END3 
YDR201W	YDR320CA	SPC19	DAD4 
YDR201W	YDR507C	SPC19	GIN4 
YDR201W	YKR083C	SPC19	DAD2 
YDR201W	YGL061C	SPC19	DUO1 
YDR201W	YHR083W	SPC19	SAM35 
YDR201W	YGR113W	SPC19	DAM1 
YDR201W	YPR083W	SPC19	MDM36 
YDR201W	YIR017C	SPC19	MET28 
YDR201W	YDR201W	SPC19	SPC19 
YDR201W	YOL069W	SPC19	NUF2 
YLR027C	YLR027C	AAT2	AAT2 
YOR275C	YPR173C	RIM20	VPS4 
YOR275C	YOR275C	RIM20	RIM20 
YML077W	YOR115C	BET5	TRS33 
YGL245W	YIL030C	GUS1	SSM4 
YGL245W	YKL012W	GUS1	PRP40 
YHR058C	YOL135C	MED6	MED7 
YHR058C	YOL051W	MED6	GAL11 
YPR181C	YPR181C	SEC23	SEC23 
YBR106W	YLL028W	PHO88	TPO1 
YBR106W	YHR133C	PHO88	NSG1 
YBR106W	YHL048W	PHO88	COS8 
YBR106W	YPL264C	PHO88	YPL264C 
YBR106W	YGL200C	PHO88	EMP24 
YBR106W	YDR414C	PHO88	ERD1 
YBR106W	YDR342C	PHO88	HXT7 
YBR106W	YBR290W	PHO88	BSD2 
YBR106W	YPR194C	PHO88	OPT2 
YBR106W	YDL093W	PHO88	PMT5 
YBR106W	YKL146W	PHO88	AVT3 
YBR106W	YIL048W	PHO88	NEO1 
YBR106W	YGL051W	PHO88	MST27 
YBR106W	YBR106W	PHO88	PHO88 
YBR106W	YDR508C	PHO88	GNP1 
YBR106W	YPL189W	PHO88	GUP2 
YBR106W	YPR156C	PHO88	TPO3 
YBR106W	YDR456W	PHO88	NHX1 
YBR106W	YER039C	PHO88	HVG1 
YBR106W	YJR010CA	PHO88	SPC1 
YBR106W	YOL132W	PHO88	GAS4 
YBR106W	YIL171W	PHO88	YIL171W 
YBR106W	YLL006W	PHO88	MMM1 
YBR106W	YNL125C	PHO88	ESBP6 
YBR106W	YNL101W	PHO88	AVT4 
YBR106W	YLL023C	PHO88	POM33 
YBR106W	YMR274C	PHO88	RCE1 
YBR106W	YDL128W	PHO88	VCX1 
YBR106W	YER056C	PHO88	FCY2 
YBR106W	YOL030W	PHO88	GAS5 
YBR106W	YEL063C	PHO88	CAN1 
YBR106W	YNR055C	PHO88	HOL1 
YBR106W	YFL025C	PHO88	BST1 
YBR106W	YDR331W	PHO88	GPI8 
YBR106W	YBR110W	PHO88	ALG1 
YBR106W	YJL196C	PHO88	ELO1 
YBR106W	YGL054C	PHO88	ERV14 
YBR106W	YML075C	PHO88	HMG1 
YBR106W	YGR060W	PHO88	ERG25 
YBR106W	YNR013C	PHO88	PHO91 
YBR106W	YCR028C	PHO88	FEN2 
YBR106W	YDL015C	PHO88	TSC13 
YBR106W	YKL165C	PHO88	MCD4 
YBR106W	YNL130C	PHO88	CPT1 
YBR106W	YCL038C	PHO88	ATG22 
YBR106W	YLR034C	PHO88	SMF3 
YBR106W	YBR183W	PHO88	YPC1 
YBR106W	YHR094C	PHO88	HXT1 
YBR106W	YHL042W	PHO88	YHL042W 
YBR106W	YEL027W	PHO88	VMA3 
YBR106W	YEL017CA	PHO88	PMP2 
YBR106W	YJR160C	PHO88	MPH3 
YBR106W	YOL156W	PHO88	HXT11 
YBR106W	YMR215W	PHO88	GAS3 
YBR106W	YML067C	PHO88	ERV41 
YBR106W	YJL012C	PHO88	VTC4 
YBR106W	YPR198W	PHO88	SGE1 
YBR106W	YBR298C	PHO88	MAL31 
YBR106W	YMR279C	PHO88	YMR279C 
YBR106W	YHR142W	PHO88	CHS7 
YBR106W	YMR149W	PHO88	SWP1 
YBR106W	YER060WA	PHO88	FCY22 
YBR106W	YCR061W	PHO88	YCR061W 
YBR106W	YJL117W	PHO88	PHO86 
YBR106W	YJR124C	PHO88	YJR124C 
YBR106W	YPR124W	PHO88	CTR1 
YBR106W	YOL020W	PHO88	TAT2 
YBR106W	YGL167C	PHO88	PMR1 
YBR106W	YHR140W	PHO88	YHR140W 
YBR106W	YHR026W	PHO88	VMA16 
YBR106W	YNL321W	PHO88	VNX1 
YBR106W	YML123C	PHO88	PHO84 
YBR106W	YNL275W	PHO88	BOR1 
YBR106W	YPL274W	PHO88	SAM3 
YBR106W	YLR378C	PHO88	SEC61 
YBR106W	YCR098C	PHO88	GIT1 
YBR106W	YBR243C	PHO88	ALG7 
YBR106W	YNL048W	PHO88	ALG11 
YBR106W	YHR123W	PHO88	EPT1 
YBR106W	YPL076W	PHO88	GPI2 
YBR106W	YMR058W	PHO88	FET3 
YBR106W	YLL061W	PHO88	MMP1 
YBR106W	YDL054C	PHO88	MCH1 
YBR106W	YGL055W	PHO88	OLE1 
YBR106W	YEL002C	PHO88	WBP1 
YBR106W	YDR307W	PHO88	YDR307W 
YBR106W	YGL104C	PHO88	VPS73 
YBR106W	YDR046C	PHO88	BAP3 
YBR106W	YNR019W	PHO88	ARE2 
YBR106W	YDR297W	PHO88	SUR2 
YBR106W	YGR224W	PHO88	AZR1 
YBR106W	YBR287W	PHO88	YBR287W 
YBR106W	YGR260W	PHO88	TNA1 
YBR106W	YJL108C	PHO88	PRM10 
YBR106W	YJR015W	PHO88	YJR015W 
YBR106W	YCL025C	PHO88	AGP1 
YBR106W	YCR037C	PHO88	PHO87 
YBR106W	YGR289C	PHO88	MAL11 
YBR106W	YPR192W	PHO88	AQY1 
YBR106W	YKR039W	PHO88	GAP1 
YBR106W	YPR201W	PHO88	ARR3 
YBR106W	YKR106W	PHO88	YKR106W 
YBR106W	YJL059W	PHO88	YHC3 
YBR106W	YBR293W	PHO88	VBA2 
YBR106W	YIL120W	PHO88	QDR1 
YBR106W	YBR283C	PHO88	SSH1 
YHR018C	YPL240C	ARG4	HSP82 
YBR170C	YGR048W	NPL4	UFD1 
YBR170C	YBR170C	NPL4	NPL4 
YBR170C	YDL190C	NPL4	UFD2 
YPL078C	YPL078C	ATP4	ATP4 
YCR024CA	YCR024CA	PMP1	PMP1 
YCR024CA	YJL004C	PMP1	SYS1 
YCR024CA	YPL227C	PMP1	ALG5 
YCR024CA	YJL124C	PMP1	LSM1 
YCR024CA	YDR414C	PMP1	ERD1 
YCR024CA	YOL132W	PMP1	GAS4 
YCR024CA	YGR284C	PMP1	ERV29 
YCR024CA	YLR241W	PMP1	YLR241W 
YCR024CA	YLL023C	PMP1	POM33 
YCR024CA	YLR372W	PMP1	SUR4 
YCR024CA	YDL212W	PMP1	SHR3 
YCR024CA	YEL063C	PMP1	CAN1 
YCR024CA	YDR331W	PMP1	GPI8 
YDR273W	YFR052W	DON1	RPN12 
YDR273W	YML051W	DON1	GAL80 
YDR399W	YDR399W	HPT1	HPT1 
YGR192C	YGR192C	TDH3	TDH3 
YGR192C	YMR109W	TDH3	MYO5 
YGR192C	YKL129C	TDH3	MYO3 
YDL078C	YJR017C	MDH3	ESS1 
YDL078C	YPL240C	MDH3	HSP82 
YDL078C	YFL010C	MDH3	WWM1 
YDL078C	YER125W	MDH3	RSP5 
YDL078C	YKL012W	MDH3	PRP40 
YDL078C	YDR244W	MDH3	PEX5 
YMR226C	YNL189W	YMR226C	SRP1 
YHR200W	YKL145W	RPN10	RPT1 
YHR200W	YMR276W	RPN10	DSK2 
YHR200W	YHR200W	RPN10	RPN10 
YIR015W	YLR345W	RPR2	YLR345W 
YGR136W	YNL082W	LSB1	PMS1 
YGR136W	YNL293W	LSB1	MSB3 
YGR136W	YNL094W	LSB1	APP1 
YGR136W	YPR081C	LSB1	GRS2 
YGR136W	YLR149C	LSB1	YLR149C 
YGR136W	YJL012C	LSB1	VTC4 
YGR136W	YOR181W	LSB1	LAS17 
YGR136W	YOR058C	LSB1	ASE1 
YGR136W	YMR192W	LSB1	GYL1 
YGR136W	YGR136W	LSB1	LSB1 
YGR136W	YLR144C	LSB1	ACF2 
YGR136W	YOL024W	LSB1	YOL024W 
YGR136W	YPL038W	LSB1	MET31 
YGR136W	YOR197W	LSB1	MCA1 
YGR136W	YIR003W	LSB1	AIM21 
YGR136W	YIL108W	LSB1	YIL108W 
YPL161C	YPR165W	BEM4	RHO1 
YPL161C	YPL161C	BEM4	BEM4 
YDR300C	YDR300C	PRO1	PRO1 
YLR229C	YOR127W	CDC42	RGA1 
YLR229C	YPL161C	CDC42	BEM4 
YLR229C	YLR229C	CDC42	CDC42 
YLR229C	YPL115C	CDC42	BEM3 
YLR229C	YNL271C	CDC42	BNI1 
YLR229C	YNL298W	CDC42	CLA4 
YLR229C	YPL242C	CDC42	IQG1 
YLR229C	YOL113W	CDC42	SKM1 
YML038C	YNR066C	YMD8	YNR066C 
YML038C	YML038C	YMD8	YMD8 
YLR392C	YLR392C	ART10	ART10 
YGR075C	YGR075C	PRP38	PRP38 
YGR075C	YML051W	PRP38	GAL80 
YNR070W	YNR070W	PDR18	PDR18 
YKR020W	YKR020W	VPS51	VPS51 
YHR068W	YJR047C	DYS1	ANB1 
YHR068W	YOR098C	DYS1	NUP1 
YHR068W	YPL070W	DYS1	MUK1 
YHR068W	YHR068W	DYS1	DYS1 
YPR160W	YPR160W	GPH1	GPH1 
YGR095C	YOL021C	RRP46	DIS3 
YDL089W	YDL089W	NUR1	NUR1 
YDL089W	YLR324W	NUR1	PEX30 
YEL062W	YOR138C	NPR2	RUP1 
YLR143W	YLR143W	YLR143W	YLR143W 
YLR126C	YLR126C	YLR126C	YLR126C 
YGL086W	YLR423C	MAD1	ATG17 
YGL086W	YGL086W	MAD1	MAD1 
YGL086W	YJL030W	MAD1	MAD2 
YGL086W	YGL116W	MAD1	CDC20 
YNL129W	YOR353C	NRK1	SOG2 
YNL129W	YNL129W	NRK1	NRK1 
YGL048C	YHR027C	RPT6	RPN1 
YGL048C	YGL048C	RPT6	RPT6 
YER106W	YER130C	MAM1	YER130C 
YER106W	YPL204W	MAM1	HRR25 
YER106W	YLR320W	MAM1	MMS22 
YER106W	YKL109W	MAM1	HAP4 
YER106W	YER177W	MAM1	BMH1 
YMR269W	YMR269W	TMA23	TMA23 
YEL053C	YPR051W	MAK10	MAK3 
YEL053C	YOR032C	MAK10	HMS1 
YHL020C	YOL004W	OPI1	SIN3 
YMR005W	YMR005W	TAF4	TAF4 
YMR005W	YMR236W	TAF4	TAF9 
YIL023C	YLL023C	YKE4	POM33 
YGL115W	YPL149W	SNF4	ATG5 
YGL115W	YML110C	SNF4	COQ5 
YGL115W	YJR083C	SNF4	ACF4 
YGL115W	YPR007C	SNF4	REC8 
YGL115W	YNL153C	SNF4	GIM3 
YGL115W	YGL216W	SNF4	KIP3 
YGL115W	YMR291W	SNF4	YMR291W 
YGL115W	YGL208W	SNF4	SIP2 
YGL115W	YLR291C	SNF4	GCD7 
YGL115W	YGL115W	SNF4	SNF4 
YGL115W	YJL114W	SNF4	YJL114W 
YGL115W	YJL112W	SNF4	MDV1 
YNL230C	YPL046C	ELA1	ELC1 
YHL028W	YHR016C	WSC4	YSC84 
YBR077C	YGR201C	SLM4	YGR201C 
YBR077C	YMR004W	SLM4	MVP1 
YBR077C	YKR007W	SLM4	MEH1 
YBR077C	YBR077C	SLM4	SLM4 
YGR149W	YNL181W	YGR149W	YNL181W 
YBL026W	YMR207C	LSM2	HFA1 
YBL026W	YBL066C	LSM2	SEF1 
YBL026W	YLR438CA	LSM2	LSM3 
YBL026W	YNL118C	LSM2	DCP2 
YBL026W	YCR066W	LSM2	RAD18 
YBL026W	YOL149W	LSM2	DCP1 
YBL026W	YPL115C	LSM2	BEM3 
YBL026W	YNL264C	LSM2	PDR17 
YBL026W	YIL048W	LSM2	NEO1 
YBL026W	YDL175C	LSM2	AIR2 
YBL026W	YNL287W	LSM2	SEC21 
YBL026W	YPR032W	LSM2	SRO7 
YBL026W	YGL185C	LSM2	YGL185C 
YBL026W	YJR022W	LSM2	LSM8 
YBL026W	YER025W	LSM2	GCD11 
YBL026W	YOR043W	LSM2	WHI2 
YBL026W	YOR017W	LSM2	PET127 
YBL026W	YOR167C	LSM2	RPS28A 
YBL026W	YDR378C	LSM2	LSM6 
YBL026W	YOR308C	LSM2	SNU66 
YBL026W	YPL249C	LSM2	GYP5 
YBL026W	YDR166C	LSM2	SEC5 
YBL026W	YCR077C	LSM2	PAT1 
YBL026W	YGR077C	LSM2	PEX8 
YBL026W	YMR066W	LSM2	SOV1 
YBL026W	YMR237W	LSM2	BCH1 
YBL026W	YDL160C	LSM2	DHH1 
YBL026W	YOL102C	LSM2	TPT1 
YBL026W	YJL157C	LSM2	FAR1 
YBL026W	YER146W	LSM2	LSM5 
YBL026W	YPL119C	LSM2	DBP1 
YBL026W	YPL042C	LSM2	SSN3 
YBL026W	YGR158C	LSM2	MTR3 
YBL026W	YLR126C	LSM2	YLR126C 
YBL026W	YER172C	LSM2	BRR2 
YBL026W	YLR128W	LSM2	DCN1 
YBL026W	YPL249CA	LSM2	RPL36B 
YBL026W	YPR184W	LSM2	GDB1 
YBL026W	YOR191W	LSM2	ULS1 
YBL026W	YGL173C	LSM2	KEM1 
YBL026W	YLR120C	LSM2	YPS1 
YBL026W	YLR039C	LSM2	RIC1 
YBL026W	YJL124C	LSM2	LSM1 
YBL026W	YEL015W	LSM2	EDC3 
YBL026W	YIL132C	LSM2	CSM2 
YBL026W	YBL026W	LSM2	LSM2 
YBL026W	YLR264W	LSM2	RPS28B 
YBL026W	YOL163W	LSM2	YOL163W 
YBL026W	YCR020CA	LSM2	MAK31 
YBL026W	YIL066C	LSM2	RNR3 
YBL026W	YNL147W	LSM2	LSM7 
YBL026W	YDR440W	LSM2	DOT1 
YBL026W	YLR275W	LSM2	SMD2 
YBL026W	YMR268C	LSM2	PRP24 
YCR020CA	YJR022W	MAK31	LSM8 
YCR020CA	YCR020CA	MAK31	MAK31 
YCR020CA	YIL119C	MAK31	RPI1 
YCR020CA	YEL053C	MAK31	MAK10 
YCR020CA	YKL025C	MAK31	PAN3 
YGR080W	YIL082WA	TWF1	YIL082WA 
YBR195C	YNL183C	MSI1	NPR1 
YBR195C	YPR018W	MSI1	RLF2 
YBR195C	YMR178W	MSI1	YMR178W 
YBR195C	YLR017W	MSI1	MEU1 
YCR096C	YMR043W	HMRA2	MCM1 
YCR096C	YCR097W	HMRA2	HMRA1 
YPL191C	YPL191C	YPL191C	YPL191C 
YMR013C	YMR013C	SEC59	SEC59 
YFL038C	YPL246C	YPT1	RBD2 
YFL038C	YGR172C	YPT1	YIP1 
YFL038C	YGL198W	YPT1	YIP4 
YFL038C	YNL041C	YPT1	COG6 
YFL038C	YFL038C	YPT1	YPT1 
YFL038C	YOR036W	YPT1	PEP12 
YFL038C	YPR176C	YPT1	BET2 
YFL038C	YGL161C	YPT1	YIP5 
YFL038C	YNL263C	YPT1	YIF1 
YFL038C	YOR370C	YPT1	MRS6 
YFL038C	YLR078C	YPT1	BOS1 
YFL038C	YLR026C	YPT1	SED5 
YPL240C	YPL246C	HSP82	RBD2 
YPL240C	YPL264C	HSP82	YPL264C 
YPL240C	YPR128C	HSP82	ANT1 
YPL240C	YPR033C	HSP82	HTS1 
YPL240C	YPR171W	HSP82	BSP1 
YPL240C	YPR115W	HSP82	RGC1 
YPL240C	YPL240C	HSP82	HSP82 
YPL240C	YPR127W	HSP82	YPR127W 
YPL240C	YPR148C	HSP82	YPR148C 
YPL240C	YPR089W	HSP82	YPR089W 
YPL240C	YPL257W	HSP82	YPL257W 
YPL240C	YPR201W	HSP82	ARR3 
YPL240C	YPR003C	HSP82	YPR003C 
YPL088W	YPL088W	YPL088W	YPL088W 
YPL088W	YPL125W	YPL088W	KAP120 
YGL145W	YNL258C	TIP20	DSL1 
YGL145W	YPR105C	TIP20	COG4 
YPR060C	YPR060C	ARO7	ARO7 
YEL043W	YJL074C	YEL043W	SMC3 
YEL043W	YEL043W	YEL043W	YEL043W 
YEL043W	YGR089W	YEL043W	NNF2 
YEL043W	YOL069W	YEL043W	NUF2 
YEL043W	YER114C	YEL043W	BOI2 
YHR069C	YOL021C	RRP4	DIS3 
YLR323C	YLR323C	CWC24	CWC24 
YPL053C	YPL053C	KTR6	KTR6 
YGL172W	YGR218W	NUP49	CRM1 
YGL172W	YGL172W	NUP49	NUP49 
YGL172W	YJL041W	NUP49	NSP1 
YGL172W	YML092C	NUP49	PRE8 
YGL172W	YGR119C	NUP49	NUP57 
YGL172W	YMR047C	NUP49	NUP116 
YJR070C	YJR070C	LIA1	LIA1 
YJR070C	YKR086W	LIA1	PRP16 
YDL143W	YPL240C	CCT4	HSP82 
YHL027W	YLR191W	RIM101	PEX13 
YHL027W	YHL027W	RIM101	RIM101 
YHL027W	YHR016C	RIM101	YSC84 
YHL027W	YMR032W	RIM101	HOF1 
YHL027W	YJL056C	RIM101	ZAP1 
YAR068W	YFR024CA	YAR068W	LSB3 
YAR068W	YAR068W	YAR068W	YAR068W 
YAR068W	YMR032W	YAR068W	HOF1 
YDR452W	YER112W	PPN1	LSM4 
YAL038W	YJL164C	CDC19	TPK1 
YLR147C	YLR430W	SMD3	SEN1 
YLR147C	YLR147C	SMD3	SMD3 
YLR147C	YMR088C	SMD3	VBA1 
YLR147C	YLR433C	SMD3	CNA1 
YML012W	YMR054W	ERV25	STV1 
YML012W	YML012W	ERV25	ERV25 
YIL061C	YNL199C	SNP1	GCR2 
YIL061C	YOR275C	SNP1	RIM20 
YIL061C	YIL061C	SNP1	SNP1 
YIL061C	YPL215W	SNP1	CBP3 
YIL061C	YOR346W	SNP1	REV1 
YIL061C	YPL016W	SNP1	SWI1 
YIL061C	YMR009W	SNP1	ADI1 
YIL061C	YML016C	SNP1	PPZ1 
YIL061C	YNR016C	SNP1	ACC1 
YIL061C	YLR213C	SNP1	CRR1 
YIL061C	YLR439W	SNP1	MRPL4 
YIL061C	YMR044W	SNP1	IOC4 
YIL061C	YLR153C	SNP1	ACS2 
YIL061C	YOL004W	SNP1	SIN3 
YIL061C	YLR017W	SNP1	MEU1 
Q0250	YBR037C	COX2	SCO1 
YHR187W	YHR187W	IKI1	IKI1 
YHR187W	YLR384C	IKI1	IKI3 
YHR187W	YJR015W	IKI1	YJR015W 
YHR187W	YPL086C	IKI1	ELP3 
YHR187W	YPL101W	IKI1	ELP4 
YHR187W	YMR312W	IKI1	ELP6 
YGR155W	YGR155W	CYS4	CYS4 
YLR320W	YPL018W	MMS22	CTF19 
YLR320W	YPR135W	MMS22	CTF4 
YDL060W	YNL207W	TSR1	RIO2 
YIL069C	YPL004C	RPS24B	LSP1 
YHR075C	YHR075C	PPE1	PPE1 
YHR075C	YLR368W	PPE1	MDM30 
YIL085C	YJL019W	KTR7	MPS3 
YDR062W	YDR062W	LCB2	LCB2 
YNL289W	YPL031C	PCL1	PHO85 
YER161C	YER161C	SPT2	SPT2 
YER161C	YGL201C	SPT2	MCM6 
YER161C	YHR166C	SPT2	CDC23 
YAL067C	YGR260W	SEO1	TNA1 
YAL067C	YAL067C	SEO1	SEO1 
YAL067C	YHR042W	SEO1	NCP1 
YAL067C	YER118C	SEO1	SHO1 
YMR111C	YMR111C	YMR111C	YMR111C 
YBR136W	YDL101C	MEC1	DUN1 
YBR136W	YIR009W	MEC1	MSL1 
YBR136W	YBR136W	MEC1	MEC1 
YBR136W	YDR499W	MEC1	LCD1 
YBR136W	YNL312W	MEC1	RFA2 
YBR136W	YPL153C	MEC1	RAD53 
YBR136W	YDL220C	MEC1	CDC13 
YGR119C	YPL240C	NUP57	HSP82 
YGR119C	YLR423C	NUP57	ATG17 
YGR119C	YMR308C	NUP57	PSE1 
YGR119C	YJL041W	NUP57	NSP1 
YGR119C	YGR119C	NUP57	NUP57 
YGR119C	YMR047C	NUP57	NUP116 
YGR119C	YMR236W	NUP57	TAF9 
YNL154C	YOR355W	YCK2	GDS1 
YNL154C	YNL154C	YCK2	YCK2 
YGR209C	YKL069W	TRX2	YKL069W 
YBL064C	YLR310C	PRX1	CDC25 
YBL064C	YBL064C	PRX1	PRX1 
YDL012C	YPL240C	YDL012C	HSP82 
YDL012C	YDR151C	YDL012C	CTH1 
YDL012C	YIL172C	YDL012C	IMA3 
YDL012C	YJL065C	YDL012C	DLS1 
YDL012C	YOR355W	YDL012C	GDS1 
YDL012C	YHR140W	YDL012C	YHR140W 
YDL012C	YFR047C	YDL012C	BNA6 
YDL012C	YDL012C	YDL012C	YDL012C 
YDL012C	YFR024CA	YDL012C	LSB3 
YDL012C	YHR032W	YDL012C	ERC1 
YDL181W	YDL181W	INH1	INH1 
YDL181W	YKR054C	INH1	DYN1 
YDL181W	YLL021W	INH1	SPA2 
YDL181W	YNL250W	INH1	RAD50 
YDL181W	YGR089W	INH1	NNF2 
YDL149W	YLR431C	ATG9	ATG23 
YDL149W	YLR065C	ATG9	YLR065C 
YDL149W	YKL064W	ATG9	MNR2 
YDL149W	YPR049C	ATG9	ATG11 
YDL149W	YDL149W	ATG9	ATG9 
YDL149W	YJL178C	ATG9	ATG27 
YDL149W	YFR021W	ATG9	ATG18 
YDR009W	YML051W	GAL3	GAL80 
YPL269W	YPR120C	KAR9	CLB5 
YPL269W	YPL269W	KAR9	KAR9 
YER013W	YLR117C	PRP22	CLF1 
YER013W	YLR116W	PRP22	MSL5 
YDR407C	YOR115C	TRS120	TRS33 
YDR407C	YGR166W	TRS120	TRS65 
YHR137W	YHR137W	ARO9	ARO9 
YGR058W	YLR113W	PEF1	HOG1 
YGR058W	YGR136W	PEF1	LSB1 
YGR058W	YGR058W	PEF1	PEF1 
YGR058W	YMR100W	PEF1	MUB1 
YGR058W	YNL047C	PEF1	SLM2 
YGR058W	YOR264W	PEF1	DSE3 
YIL008W	YIL008W	URM1	URM1 
YDR279W	YLR154C	RNH202	RNH203 
YDR279W	YDR279W	RNH202	RNH202 
YLR243W	YLR243W	YLR243W	YLR243W 
YLR243W	YOR258W	YLR243W	HNT3 
YER029C	YLR147C	SMB1	SMD3 
YER029C	YLR220W	SMB1	CCC1 
YER029C	YNL187W	SMB1	SWT21 
YER029C	YER172C	SMB1	BRR2 
YER029C	YNR053C	SMB1	NOG2 
YER029C	YER029C	SMB1	SMB1 
YJL025W	YLR423C	RRN7	ATG17 
YJL025W	YJL025W	RRN7	RRN7 
YJL025W	YMR111C	RRN7	YMR111C 
YJL025W	YOR380W	RRN7	RDR1 
YJL025W	YOR284W	RRN7	HUA2 
YDR246W	YKR068C	TRS23	BET3 
YDR246W	YML077W	TRS23	BET5 
YDR246W	YDR472W	TRS23	TRS31 
YDR246W	YOR115C	TRS23	TRS33 
YDR427W	YDR427W	RPN9	RPN9 
YDR427W	YFR004W	RPN9	RPN11 
YLR187W	YLR187W	SKG3	SKG3 
YER182W	YKL142W	FMP10	MRP8 
YNL163C	YNL163C	RIA1	RIA1 
YMR228W	YPL232W	MTF1	SSO1 
YMR228W	YOR348C	MTF1	PUT4 
YMR228W	YMR228W	MTF1	MTF1 
YJR069C	YPL240C	HAM1	HSP82 
YDR411C	YDR479C	DFM1	PEX29 
YDR411C	YML029W	DFM1	USA1 
YDR411C	YJL019W	DFM1	MPS3 
YDR309C	YKL007W	GIC2	CAP1 
YDR309C	YML109W	GIC2	ZDS2 
YDR309C	YMR055C	GIC2	BUB2 
YDR309C	YMR273C	GIC2	ZDS1 
YDR309C	YHR061C	GIC2	GIC1 
YDR309C	YOR127W	GIC2	RGA1 
